Number of measurement points: 10000
Sample Rate (Hz): 100
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.00174229242838919	-1.97751977411099
1	0.01	-0.00174229242838919	-1.97751977411099
2	0.02	-0.00174229242838919	-1.97623010212556
3	0.03	-0.0030319644138217	-1.97623010212556
4	0.04	-0.0030319644138217	-1.97751977411099
5	0.05	-0.00174229242838919	-1.97751977411099
6	0.06	-0.00174229242838919	-1.97751977411099
7	0.07	-0.0030319644138217	-1.97751977411099
8	0.08	-0.00174229242838919	-1.97751977411099
9	0.09	-0.00174229242838919	-1.97751977411099
10	0.1	-0.00174229242838919	-1.97751977411099
11	0.11	-0.00174229242838919	-1.97751977411099
12	0.12	-0.0030319644138217	-1.97751977411099
13	0.13	-0.00174229242838919	-1.97623010212556
14	0.14	-0.0030319644138217	-1.97623010212556
15	0.15	-0.0043216363992542	-1.97751977411099
16	0.16	-0.00174229242838919	-1.97623010212556
17	0.17	-0.00174229242838919	-1.97751977411099
18	0.18	-0.0030319644138217	-1.97751977411099
19	0.19	-0.00174229242838919	-1.97623010212556
20	0.2	-0.00174229242838919	-1.97751977411099
21	0.21	-0.00174229242838919	-1.97623010212556
22	0.22	-0.00174229242838919	-1.97751977411099
23	0.23	-0.00174229242838919	-1.97751977411099
24	0.24	-0.0030319644138217	-1.97751977411099
25	0.25	-0.00174229242838919	-1.97623010212556
26	0.26	-0.0030319644138217	-1.97751977411099
27	0.27	-0.00174229242838919	-1.97623010212556
28	0.28	-0.0030319644138217	-1.97623010212556
29	0.29	-0.00174229242838919	-1.97751977411099
30	0.3	-0.00174229242838919	-1.97751977411099
31	0.31	-0.00174229242838919	-1.97623010212556
32	0.32	-0.00174229242838919	-1.97623010212556
33	0.33	-0.00174229242838919	-1.97623010212556
34	0.34	-0.00174229242838919	-1.97751977411099
35	0.35	-0.00174229242838919	-1.97751977411099
36	0.36	-0.0030319644138217	-1.97751977411099
37	0.37	-0.0030319644138217	-1.97623010212556
38	0.38	-0.00174229242838919	-1.97751977411099
39	0.39	-0.00174229242838919	-1.97623010212556
40	0.4	-0.00174229242838919	-1.97751977411099
41	0.41	-0.00174229242838919	-1.97751977411099
42	0.42	-0.0030319644138217	-1.97623010212556
43	0.43	-0.00174229242838919	-1.97623010212556
44	0.44	-0.00174229242838919	-1.97623010212556
45	0.45	-0.00174229242838919	-1.97751977411099
46	0.46	-0.00174229242838919	-1.97751977411099
47	0.47	-0.0030319644138217	-1.97623010212556
48	0.48	-0.00174229242838919	-1.97751977411099
49	0.49	-0.00174229242838919	-1.97751977411099
50	0.5	-0.00174229242838919	-1.97751977411099
51	0.51	-0.00174229242838919	-1.97751977411099
52	0.52	-0.00174229242838919	-1.97751977411099
53	0.53	-0.0043216363992542	-1.97751977411099
54	0.54	-0.00174229242838919	-1.97623010212556
55	0.55	-0.00174229242838919	-1.97623010212556
56	0.56	-0.00174229242838919	-1.97623010212556
57	0.57	-0.0030319644138217	-1.97623010212556
58	0.58	-0.000452620442956686	-1.97751977411099
59	0.59	-0.00174229242838919	-1.97751977411099
60	0.6	-0.0030319644138217	-1.97751977411099
61	0.61	-0.00174229242838919	-1.97751977411099
62	0.62	-0.00174229242838919	-1.97751977411099
63	0.63	-0.00174229242838919	-1.97623010212556
64	0.64	-0.0043216363992542	-1.97623010212556
65	0.65	-0.00174229242838919	-1.97751977411099
66	0.66	-0.0030319644138217	-1.97751977411099
67	0.67	-0.00174229242838919	-1.97751977411099
68	0.68	-0.00174229242838919	-1.97751977411099
69	0.69	-0.0030319644138217	-1.97751977411099
70	0.7	-0.00174229242838919	-1.97751977411099
71	0.71	-0.0030319644138217	-1.97751977411099
72	0.72	-0.00174229242838919	-1.97751977411099
73	0.73	-0.00174229242838919	-1.97751977411099
74	0.74	-0.00174229242838919	-1.97751977411099
75	0.75	-0.0030319644138217	-1.97751977411099
76	0.76	-0.00174229242838919	-1.97751977411099
77	0.77	-0.0030319644138217	-1.97751977411099
78	0.78	-0.0030319644138217	-1.97751977411099
79	0.79	-0.00174229242838919	-1.97751977411099
80	0.8	-0.00174229242838919	-1.97751977411099
81	0.81	-0.00174229242838919	-1.97623010212556
82	0.82	-0.0030319644138217	-1.97751977411099
83	0.83	-0.00174229242838919	-1.97751977411099
84	0.84	-0.00174229242838919	-1.97751977411099
85	0.85	-0.00174229242838919	-1.97751977411099
86	0.86	-0.00174229242838919	-1.97751977411099
87	0.87	-0.00174229242838919	-1.97751977411099
88	0.88	-0.00174229242838919	-1.97751977411099
89	0.89	-0.00174229242838919	-1.97751977411099
90	0.9	-0.0030319644138217	-1.97751977411099
91	0.91	-0.0043216363992542	-1.97751977411099
92	0.92	-0.00174229242838919	-1.97751977411099
93	0.93	-0.00174229242838919	-1.97751977411099
94	0.94	-0.0030319644138217	-1.97751977411099
95	0.95	-0.00174229242838919	-1.97751977411099
96	0.96	-0.00174229242838919	-1.97751977411099
97	0.97	-0.00174229242838919	-1.97751977411099
98	0.98	-0.00174229242838919	-1.97751977411099
99	0.99	-0.00174229242838919	-1.97751977411099
100	1	-0.0030319644138217	-1.97751977411099
101	1.01	-0.00174229242838919	-1.97751977411099
102	1.02	-0.0030319644138217	-1.97751977411099
103	1.03	-0.00174229242838919	-1.97751977411099
104	1.04	-0.0030319644138217	-1.97751977411099
105	1.05	-0.00174229242838919	-1.97751977411099
106	1.06	-0.00174229242838919	-1.97751977411099
107	1.07	-0.00174229242838919	-1.97751977411099
108	1.08	-0.00174229242838919	-1.97751977411099
109	1.09	-0.0030319644138217	-1.97751977411099
110	1.1	-0.00174229242838919	-1.97880944609642
111	1.11	-0.00174229242838919	-1.97751977411099
112	1.12	-0.00174229242838919	-1.97751977411099
113	1.13	-0.0030319644138217	-1.97751977411099
114	1.14	-0.00174229242838919	-1.97751977411099
115	1.15	-0.00174229242838919	-1.97880944609642
116	1.16	-0.00174229242838919	-1.97751977411099
117	1.17	-0.00174229242838919	-1.97751977411099
118	1.18	-0.00174229242838919	-1.97751977411099
119	1.19	-0.00174229242838919	-1.97751977411099
120	1.2	-0.00174229242838919	-1.97751977411099
121	1.21	-0.0030319644138217	-1.97751977411099
122	1.22	-0.0030319644138217	-1.97751977411099
123	1.23	-0.00174229242838919	-1.97751977411099
124	1.24	-0.0030319644138217	-1.97751977411099
125	1.25	-0.00174229242838919	-1.97751977411099
126	1.26	-0.00174229242838919	-1.97751977411099
127	1.27	-0.0043216363992542	-1.97751977411099
128	1.28	-0.00174229242838919	-1.97751977411099
129	1.29	-0.0030319644138217	-1.97751977411099
130	1.3	-0.00174229242838919	-1.97751977411099
131	1.31	-0.00174229242838919	-1.97751977411099
132	1.32	-0.00174229242838919	-1.97751977411099
133	1.33	-0.00174229242838919	-1.97751977411099
134	1.34	-0.00174229242838919	-1.97751977411099
135	1.35	-0.00174229242838919	-1.97751977411099
136	1.36	-0.00174229242838919	-1.97751977411099
137	1.37	-0.00174229242838919	-1.97751977411099
138	1.38	-0.0043216363992542	-1.97751977411099
139	1.39	-0.00174229242838919	-1.97751977411099
140	1.4	-0.0030319644138217	-1.97751977411099
141	1.41	-0.00174229242838919	-1.97751977411099
142	1.42	-0.00174229242838919	-1.97751977411099
143	1.43	-0.00174229242838919	-1.97751977411099
144	1.44	-0.00174229242838919	-1.97751977411099
145	1.45	-0.00174229242838919	-1.97751977411099
146	1.46	-0.00174229242838919	-1.97623010212556
147	1.47	-0.00174229242838919	-1.97751977411099
148	1.48	-0.00174229242838919	-1.97623010212556
149	1.49	-0.00174229242838919	-1.97751977411099
150	1.5	-0.00174229242838919	-1.97751977411099
151	1.51	-0.00174229242838919	-1.97751977411099
152	1.52	-0.00174229242838919	-1.97751977411099
153	1.53	-0.00174229242838919	-1.97751977411099
154	1.54	-0.00174229242838919	-1.97751977411099
155	1.55	-0.00174229242838919	-1.97751977411099
156	1.56	-0.00174229242838919	-1.97751977411099
157	1.57	-0.00174229242838919	-1.97751977411099
158	1.58	-0.0030319644138217	-1.97751977411099
159	1.59	-0.0030319644138217	-1.97751977411099
160	1.6	-0.0030319644138217	-1.97751977411099
161	1.61	-0.00174229242838919	-1.97751977411099
162	1.62	-0.00174229242838919	-1.97751977411099
163	1.63	-0.00561130838468671	-1.97751977411099
164	1.64	-0.00174229242838919	-1.97751977411099
165	1.65	-0.0030319644138217	-1.97751977411099
166	1.66	-0.00174229242838919	-1.97751977411099
167	1.67	-0.00174229242838919	-1.97751977411099
168	1.68	-0.00174229242838919	-1.97751977411099
169	1.69	-0.0030319644138217	-1.97751977411099
170	1.7	-0.00174229242838919	-1.97751977411099
171	1.71	-0.00174229242838919	-1.97751977411099
172	1.72	-0.00174229242838919	-1.97751977411099
173	1.73	-0.00174229242838919	-1.97751977411099
174	1.74	-0.00561130838468671	-1.97751977411099
175	1.75	-0.0030319644138217	-1.97751977411099
176	1.76	-0.0030319644138217	-1.97751977411099
177	1.77	-0.00174229242838919	-1.97751977411099
178	1.78	-0.0030319644138217	-1.97751977411099
