0,0.002709
0.00025,0.003012
0.0005,0.003208
0.00075,0.003288
0.001,0.00333
0.00125,0.002166
0.0015,0.003044
0.00175,0.003324
0.002,0.002716
0.00225,0.002388
0.0025,0.003018
0.00275,0.002458
0.003,0.00177
0.00325,0.001895
0.0035,0.001915
0.00375,0.002307
0.004,0.001509
0.00425,0.001429
0.0045,0.001345
0.00475,0.000705
0.005,0.000409
0.00525,-0.000366
0.0055,-0.001723
0.00575,-0.000729
0.006,-6.02E-05
0.00625,0.00021
0.0065,0.000368
0.00675,0.000705
0.007,-0.000559
0.00725,-0.000832
0.0075,-0.001073
0.00775,-0.001556
0.008,-0.001775
0.00825,-0.001038
0.0085,-0.001003
0.00875,-0.001032
0.009,-0.001836
0.00925,-0.001244
0.0095,-0.001414
0.00975,-0.000835
0.01,-0.00053
0.01025,-0.00088
0.0105,-0.001707
0.01075,-0.002051
0.011,-0.000964
0.01125,-0.001154
0.0115,-0.001572
0.01175,-0.000845
0.012,-0.000713
0.01225,-0.000469
0.0125,-0.000408
0.01275,-0.001328
0.013,0.000194
0.01325,2.02E-05
0.0135,0.000828
0.01375,0.000438
0.014,0.000335
0.01425,0.00031
0.0145,0.000667
0.01475,0.002133
0.015,0.001429
0.01525,0.001635
0.0155,0.001802
0.01575,0.001825
0.016,0.001661
0.01625,0.001976
0.0165,0.002111
0.01675,0.002507
0.017,0.003008
0.01725,0.00279
0.0175,0.002848
0.01775,0.002259
0.018,0.003079
0.01825,0.002896
0.0185,0.003217
0.01875,0.002902
0.019,0.003118
0.01925,0.002799
0.0195,0.004417
0.01975,0.00332
0.02,0.003378
0.02025,0.003256
0.0205,0.00343
0.02075,0.003642
0.021,0.00341
0.02125,0.002725
0.0215,0.002658
0.02175,0.001741
0.022,0.002764
0.02225,0.002539
0.0225,0.002191
0.02275,0.001857
0.023,0.002584
0.02325,0.001889
0.0235,0.001606
0.02375,0.001976
0.024,0.001493
0.02425,0.001844
0.0245,0.000914
0.02475,0.000191
0.025,9.10E-05
0.02525,0.00049
0.0255,-0.000353
0.02575,-0.000417
0.026,0.000191
0.02625,-0.000527
0.0265,-0.000678
0.02675,-0.000585
0.027,-0.000314
0.02725,0.000126
0.0275,-0.001016
0.02775,-0.001305
0.028,-0.000646
0.02825,-0.00109
0.0285,-0.000826
0.02875,-0.001463
0.029,-0.001003
0.02925,-0.001649
0.0295,-0.00125
0.02975,-0.001556
0.03,-0.001987
0.03025,-0.001131
0.0305,-0.001508
0.03075,-0.001681
0.031,-0.000363
0.03125,-0.000868
0.0315,-0.0009
0.03175,-0.000897
0.032,-0.000244
0.03225,-3.13E-05
0.0325,-0.000433
0.03275,-9.56E-05
0.033,0.000242
0.03325,0.000245
0.0335,0.000101
0.03375,0.000474
0.034,0.000499
0.03425,0.00012
0.0345,0.001062
0.03475,0.001648
0.035,0.002179
0.03525,0.00177
0.0355,0.001635
0.03575,0.002005
0.036,0.002417
0.03625,0.002214
0.0365,0.002491
0.03675,0.003568
0.037,0.00251
0.03725,0.003041
0.0375,0.002899
0.03775,0.002162
0.038,0.003761
0.03825,0.002957
0.0385,0.003224
0.03875,0.003098
0.039,0.003336
0.03925,0.002999
0.0395,0.003575
0.03975,0.00295
0.04,0.002922
0.04025,0.003111
0.0405,0.003346
0.04075,0.002751
0.041,0.0024
0.04125,0.002767
0.0415,0.003317
0.04175,0.002243
0.042,0.002693
0.04225,0.002886
0.0425,0.002761
0.04275,0.002182
0.043,0.001329
0.04325,0.000856
0.0435,0.001352
0.04375,0.002159
0.044,0.00149
0.04425,0.001278
0.0445,0.00093
0.04475,0.001043
0.045,0.000429
0.04525,-0.000752
0.0455,0.00084
0.04575,-0.00024
0.046,-0.001292
0.04625,-0.001083
0.0465,-5.54E-06
0.04675,0.000638
0.047,-0.000758
0.04725,-0.000938
0.0475,-0.003132
0.04775,-0.000864
0.048,-0.001006
0.04825,-0.001257
0.0485,-0.001395
0.04875,-0.001009
0.049,-0.001595
0.04925,-0.001504
0.0495,-0.001308
0.04975,-0.000913
0.05,-0.000665
0.05025,-0.00108
0.0505,-0.001549
0.05075,-0.00062
0.051,-0.001041
0.05125,-0.001324
0.0515,-0.001421
0.05175,-0.000726
0.052,7.32E-06
0.05225,-0.000301
0.0525,-6.67E-05
0.05275,0.000763
0.053,0.000503
0.05325,0.000705
0.0535,-0.00824
0.05375,8.45E-05
0.054,0.000667
0.05425,0.001381
0.0545,0.001236
0.05475,0.000924
0.055,0.001603
0.05525,0.002233
0.0555,0.002288
0.05575,0.002127
0.056,0.002484
0.05625,0.002536
0.0565,0.003311
0.05675,0.001796
0.057,0.002622
0.05725,0.002217
0.0575,0.002738
0.05775,0.003333
0.058,0.002851
0.05825,0.00296
0.0585,0.002986
0.05875,0.003295
0.059,0.003552
0.05925,0.003616
0.0595,-0.00714
0.05975,0.003613
0.06,-0.001028
0.06025,0.0027
0.0605,0.003163
0.06075,0.00351
0.061,0.002667
0.06125,0.002658
0.0615,0.002581
0.06175,0.002465
0.062,0.002137
0.06225,0.002243
0.0625,0.002047
0.06275,0.002031
0.063,0.002632
0.06325,0.00167
0.0635,0.002368
0.06375,0.001641
0.064,0.001805
0.06425,0.001037
0.0645,0.001291
