Address,ASRL1::INSTR
Model,34401A
Serial Number:,0
Firmware Version,11-5-2
Start Time,2021-05-04 13:19:28.842
Stop Time,2021-05-04 13:21:25.841
Sample Count,2792
Auto Range:,On
Measurement:,AC Voltage
Range(VAC):,10
Resolution(VAC):,0.0001
,
Time (s),Channel 1 (VAC)
2021-05-04 13:19:38.664,0.87086172
2021-05-04 13:19:38.704,0.94055324
2021-05-04 13:19:38.744,0.97297539
2021-05-04 13:19:38.785,0.96606148
2021-05-04 13:19:38.825,0.92075198
2021-05-04 13:19:38.866,0.84326583
2021-05-04 13:19:38.906,0.74372242
2021-05-04 13:19:38.947,0.64843691
2021-05-04 13:19:38.988,0.58368486
2021-05-04 13:19:39.029,0.58436138
2021-05-04 13:19:39.069,0.64827548
2021-05-04 13:19:39.110,0.74465283
2021-05-04 13:19:39.151,0.84839817
2021-05-04 13:19:39.192,0.92666546
2021-05-04 13:19:39.234,0.97278839
2021-05-04 13:19:39.274,0.97618717
2021-05-04 13:19:39.315,0.93989558
2021-05-04 13:19:39.355,0.86904053
2021-05-04 13:19:39.395,0.77214872
2021-05-04 13:19:39.435,0.67316527
2021-05-04 13:19:39.476,0.59799486
2021-05-04 13:19:39.516,0.57714747
2021-05-04 13:19:39.557,0.62199051
2021-05-04 13:19:39.598,0.71273949
2021-05-04 13:19:39.639,0.81279213
2021-05-04 13:19:39.679,0.90155807
2021-05-04 13:19:39.720,0.95902367
2021-05-04 13:19:39.760,0.97927294
2021-05-04 13:19:39.800,0.95846161
2021-05-04 13:19:39.840,0.90021529
2021-05-04 13:19:39.880,0.8131915
2021-05-04 13:19:39.920,0.7133439
2021-05-04 13:19:39.960,0.62544442
2021-05-04 13:19:40.001,0.58106659
2021-05-04 13:19:40.042,0.60301714
2021-05-04 13:19:40.083,0.67934898
2021-05-04 13:19:40.124,0.78388846
2021-05-04 13:19:40.165,0.87790561
2021-05-04 13:19:40.206,0.95017158
2021-05-04 13:19:40.247,0.98236459
2021-05-04 13:19:40.287,0.97319783
2021-05-04 13:19:40.328,0.92286878
2021-05-04 13:19:40.370,0.83924839
2021-05-04 13:19:40.410,0.73968883
2021-05-04 13:19:40.450,0.64479977
2021-05-04 13:19:40.490,0.5855375
2021-05-04 13:19:40.530,0.58860315
2021-05-04 13:19:40.570,0.65276316
2021-05-04 13:19:40.611,0.74975141
2021-05-04 13:19:40.651,0.85098101
2021-05-04 13:19:40.692,0.92940239
2021-05-04 13:19:40.733,0.97537269
2021-05-04 13:19:40.774,0.9803023
2021-05-04 13:19:40.815,0.94241029
2021-05-04 13:19:40.856,0.87063929
2021-05-04 13:19:40.897,0.77042312
2021-05-04 13:19:40.938,0.67363068
2021-05-04 13:19:40.978,0.59615711
2021-05-04 13:19:41.018,0.57941835
2021-05-04 13:19:41.058,0.62759329
2021-05-04 13:19:41.098,0.71761333
2021-05-04 13:19:41.139,0.81766765
2021-05-04 13:19:41.179,0.90392665
2021-05-04 13:19:41.220,0.96070063
2021-05-04 13:19:41.260,0.97961592
2021-05-04 13:19:41.301,0.95740059
2021-05-04 13:19:41.342,0.89631944
2021-05-04 13:19:41.383,0.80581994
2021-05-04 13:19:41.424,0.703105
2021-05-04 13:19:41.464,0.61702169
2021-05-04 13:19:41.505,0.5771764
2021-05-04 13:19:41.546,0.60703773
2021-05-04 13:19:41.587,0.68824803
2021-05-04 13:19:41.627,0.78918894
2021-05-04 13:19:41.666,0.8827434
2021-05-04 13:19:41.706,0.95070597
2021-05-04 13:19:41.747,0.9822734
2021-05-04 13:19:41.787,0.97251983
2021-05-04 13:19:41.828,0.92353755
2021-05-04 13:19:41.869,0.84039913
2021-05-04 13:19:41.910,0.73870391
2021-05-04 13:19:41.951,0.64295509
2021-05-04 13:19:41.992,0.5872329
2021-05-04 13:19:42.033,0.59515332
2021-05-04 13:19:42.074,0.66405175
2021-05-04 13:19:42.114,0.76336225
2021-05-04 13:19:42.154,0.85993875
2021-05-04 13:19:42.195,0.93539323
2021-05-04 13:19:42.235,0.97691799
2021-05-04 13:19:42.275,0.97889139
2021-05-04 13:19:42.316,0.94016058
2021-05-04 13:19:42.357,0.86790823
2021-05-04 13:19:42.397,0.77024995
2021-05-04 13:19:42.438,0.67149816
2021-05-04 13:19:42.478,0.59677808
2021-05-04 13:19:42.519,0.58090663
2021-05-04 13:19:42.559,0.63186441
2021-05-04 13:19:42.600,0.72329411
2021-05-04 13:19:42.641,0.8286359
2021-05-04 13:19:42.682,0.9128498
2021-05-04 13:19:42.722,0.96651977
2021-05-04 13:19:42.762,0.98189624
2021-05-04 13:19:42.803,0.95673098
2021-05-04 13:19:42.843,0.89460915
2021-05-04 13:19:42.884,0.80000101
2021-05-04 13:19:42.925,0.69664602
2021-05-04 13:19:42.966,0.61165874
2021-05-04 13:19:43.006,0.57373989
2021-05-04 13:19:43.047,0.60308527
2021-05-04 13:19:43.088,0.68591677
2021-05-04 13:19:43.129,0.78624384
2021-05-04 13:19:43.169,0.88007985
2021-05-04 13:19:43.210,0.94470255
2021-05-04 13:19:43.251,0.97356093
2021-05-04 13:19:43.291,0.9602566
2021-05-04 13:19:43.332,0.9090592
2021-05-04 13:19:43.372,0.8272774
2021-05-04 13:19:43.412,0.7263824
2021-05-04 13:19:43.453,0.63450343
2021-05-04 13:19:43.494,0.57992968
2021-05-04 13:19:43.535,0.58881804
2021-05-04 13:19:43.576,0.65908734
2021-05-04 13:19:43.616,0.75952929
2021-05-04 13:19:43.657,0.85622614
2021-05-04 13:19:43.698,0.93270809
2021-05-04 13:19:43.739,0.97368379
2021-05-04 13:19:43.779,0.97298441
2021-05-04 13:19:43.820,0.93207558
2021-05-04 13:19:43.861,0.85514814
2021-05-04 13:19:43.901,0.75850706
2021-05-04 13:19:43.941,0.66107436
2021-05-04 13:19:43.981,0.59324156
2021-05-04 13:19:44.022,0.58092382
2021-05-04 13:19:44.062,0.6351418
2021-05-04 13:19:44.103,0.72706857
2021-05-04 13:19:44.143,0.82855561
2021-05-04 13:19:44.184,0.91151457
2021-05-04 13:19:44.225,0.96511137
2021-05-04 13:19:44.266,0.97897001
2021-05-04 13:19:44.306,0.95169047
2021-05-04 13:19:44.347,0.88812145
2021-05-04 13:19:44.387,0.79527685
2021-05-04 13:19:44.427,0.6954544
2021-05-04 13:19:44.467,0.61322542
2021-05-04 13:19:44.507,0.57957999
2021-05-04 13:19:44.548,0.61064762
2021-05-04 13:19:44.588,0.69374264
2021-05-04 13:19:44.630,0.79298479
2021-05-04 13:19:44.672,0.88593023
2021-05-04 13:19:44.713,0.95213701
2021-05-04 13:19:44.754,0.98042914
2021-05-04 13:19:44.794,0.96612354
2021-05-04 13:19:44.835,0.91113679
2021-05-04 13:19:44.875,0.82654804
2021-05-04 13:19:44.916,0.72413395
2021-05-04 13:19:44.956,0.6351288
2021-05-04 13:19:44.996,0.58242342
2021-05-04 13:19:45.037,0.59530448
2021-05-04 13:19:45.077,0.66580293
2021-05-04 13:19:45.117,0.76398657
2021-05-04 13:19:45.157,0.86230314
2021-05-04 13:19:45.198,0.93524794
2021-05-04 13:19:45.238,0.97385779
2021-05-04 13:19:45.279,0.97270851
2021-05-04 13:19:45.320,0.93224414
2021-05-04 13:19:45.360,0.85636555
2021-05-04 13:19:45.401,0.76061463
2021-05-04 13:19:45.442,0.66136954
2021-05-04 13:19:45.482,0.59397008
2021-05-04 13:19:45.523,0.58584987
2021-05-04 13:19:45.563,0.64112153
2021-05-04 13:19:45.603,0.73315522
2021-05-04 13:19:45.644,0.83124327
2021-05-04 13:19:45.684,0.91484437
2021-05-04 13:19:45.724,0.96617238
2021-05-04 13:19:45.765,0.98013878
2021-05-04 13:19:45.806,0.95338692
2021-05-04 13:19:45.847,0.89051728
2021-05-04 13:19:45.888,0.79816409
2021-05-04 13:19:45.928,0.69548144
2021-05-04 13:19:45.969,0.6110493
2021-05-04 13:19:46.010,0.57957706
2021-05-04 13:19:46.051,0.61815797
2021-05-04 13:19:46.091,0.70515764
2021-05-04 13:19:46.131,0.80788096
2021-05-04 13:19:46.171,0.89993625
2021-05-04 13:19:46.212,0.96469878
2021-05-04 13:19:46.252,0.99249531
2021-05-04 13:19:46.293,0.97846203
2021-05-04 13:19:46.334,0.92333147
2021-05-04 13:19:46.374,0.83811106
2021-05-04 13:19:46.415,0.73426781
2021-05-04 13:19:46.455,0.64052131
2021-05-04 13:19:46.496,0.58483225
2021-05-04 13:19:46.537,0.59556004
2021-05-04 13:19:46.578,0.66500606
2021-05-04 13:19:46.619,0.7653369
2021-05-04 13:19:46.660,0.86570045
2021-05-04 13:19:46.700,0.93814043
2021-05-04 13:19:46.740,0.9763205
2021-05-04 13:19:46.781,0.9750186
2021-05-04 13:19:46.821,0.93290368
2021-05-04 13:19:46.862,0.85780624
2021-05-04 13:19:46.902,0.75872782
2021-05-04 13:19:46.943,0.65929678
2021-05-04 13:19:46.984,0.59239124
2021-05-04 13:19:47.025,0.58453245
2021-05-04 13:19:47.065,0.63928881
2021-05-04 13:19:47.106,0.73313824
2021-05-04 13:19:47.146,0.83065479
2021-05-04 13:19:47.187,0.91319844
2021-05-04 13:19:47.227,0.9624409
2021-05-04 13:19:47.268,0.97346261
2021-05-04 13:19:47.308,0.94435936
2021-05-04 13:19:47.349,0.87977104
2021-05-04 13:19:47.389,0.78936295
2021-05-04 13:19:47.430,0.69060738
2021-05-04 13:19:47.471,0.60858428
2021-05-04 13:19:47.511,0.57925839
2021-05-04 13:19:47.552,0.61822338
2021-05-04 13:19:47.592,0.70401025
2021-05-04 13:19:47.633,0.80728641
2021-05-04 13:19:47.674,0.89658799
2021-05-04 13:19:47.715,0.96007798
2021-05-04 13:19:47.757,0.98211155
2021-05-04 13:19:47.798,0.96236354
2021-05-04 13:19:47.838,0.90278512
2021-05-04 13:19:47.878,0.81528482
2021-05-04 13:19:47.918,0.71444223
2021-05-04 13:19:47.958,0.62446265
2021-05-04 13:19:47.998,0.57761184
2021-05-04 13:19:48.038,0.59535312
2021-05-04 13:19:48.079,0.67197322
2021-05-04 13:19:48.120,0.77236507
2021-05-04 13:19:48.161,0.87166131
2021-05-04 13:19:48.202,0.94450591
2021-05-04 13:19:48.243,0.98253524
2021-05-04 13:19:48.284,0.97735112
2021-05-04 13:19:48.325,0.92972021
2021-05-04 13:19:48.365,0.85093446
2021-05-04 13:19:48.406,0.75016232
2021-05-04 13:19:48.446,0.67207679
2021-05-04 13:19:48.486,0.80430483
2021-05-04 13:19:48.527,1.0674061
2021-05-04 13:19:48.813,1.120662
2021-05-04 13:19:49.098,1.1789406
2021-05-04 13:19:49.138,1.2153281
2021-05-04 13:19:49.179,1.239999
2021-05-04 13:19:49.220,1.2480658
2021-05-04 13:19:49.262,1.2528903
2021-05-04 13:19:49.303,1.2520519
2021-05-04 13:19:49.344,1.2490576
2021-05-04 13:19:49.384,1.2465277
2021-05-04 13:19:49.424,1.2417431
2021-05-04 13:19:49.465,1.2393792
2021-05-04 13:19:49.506,1.2364563
2021-05-04 13:19:49.547,1.2345253
2021-05-04 13:19:49.587,1.2340062
2021-05-04 13:19:49.628,1.2332981
2021-05-04 13:19:49.669,1.2333023
2021-05-04 13:19:49.709,1.2322244
2021-05-04 13:19:49.749,1.231615
2021-05-04 13:19:49.789,1.2309195
2021-05-04 13:19:49.830,1.2293793
2021-05-04 13:19:49.871,1.2283728
2021-05-04 13:19:49.912,1.2272486
2021-05-04 13:19:49.952,1.2268472
2021-05-04 13:19:49.993,1.2267443
2021-05-04 13:19:50.034,1.2265699
2021-05-04 13:19:50.076,1.2264627
2021-05-04 13:19:50.117,1.2260067
2021-05-04 13:19:50.158,1.2258134
2021-05-04 13:19:50.198,1.2260698
2021-05-04 13:19:50.238,1.226345
2021-05-04 13:19:50.278,1.2262715
2021-05-04 13:19:50.318,1.226074
2021-05-04 13:19:50.359,1.225929
2021-05-04 13:19:50.400,1.2263724
2021-05-04 13:19:50.441,1.2270006
2021-05-04 13:19:50.482,1.2272843
2021-05-04 13:19:50.523,1.2271603
2021-05-04 13:19:50.563,1.2266098
2021-05-04 13:19:50.604,1.2262946
2021-05-04 13:19:50.644,1.226345
2021-05-04 13:19:50.685,1.2261475
2021-05-04 13:19:50.726,1.2253743
2021-05-04 13:19:50.767,1.2247019
2021-05-04 13:19:50.807,1.2249855
2021-05-04 13:19:50.847,1.2254625
2021-05-04 13:19:50.888,1.2258155
2021-05-04 13:19:50.928,1.2263219
2021-05-04 13:19:50.969,1.2265278
2021-05-04 13:19:51.009,1.2265888
2021-05-04 13:19:51.050,1.2268598
2021-05-04 13:19:51.091,1.2273978
2021-05-04 13:19:51.132,1.2279294
2021-05-04 13:19:51.173,1.2281395
2021-05-04 13:19:51.214,1.2282341
2021-05-04 13:19:51.254,1.2286291
2021-05-04 13:19:51.295,1.2289128
2021-05-04 13:19:51.335,1.2287363
2021-05-04 13:19:51.376,1.228192
2021-05-04 13:19:51.416,1.2273452
2021-05-04 13:19:51.456,1.2266917
2021-05-04 13:19:51.496,1.2265594
2021-05-04 13:19:51.536,1.2267338
2021-05-04 13:19:51.577,1.2267758
2021-05-04 13:19:51.618,1.226551
2021-05-04 13:19:51.659,1.2264459
2021-05-04 13:19:51.700,1.2267044
2021-05-04 13:19:51.741,1.2269502
2021-05-04 13:19:51.781,1.2270364
2021-05-04 13:19:51.822,1.2268956
2021-05-04 13:19:51.862,1.2264753
2021-05-04 13:19:51.903,1.2263997
2021-05-04 13:19:51.943,1.2267548
2021-05-04 13:19:51.984,1.2271267
2021-05-04 13:19:52.025,1.2274608
2021-05-04 13:19:52.065,1.2279336
2021-05-04 13:19:52.105,1.2281878
2021-05-04 13:19:52.146,1.2281374
2021-05-04 13:19:52.187,1.2276289
2021-05-04 13:19:52.227,1.2268809
2021-05-04 13:19:52.268,1.2264375
2021-05-04 13:19:52.308,1.2261769
2021-05-04 13:19:52.349,1.226364
2021-05-04 13:19:52.391,1.2267128
2021-05-04 13:19:52.432,1.2267464
2021-05-04 13:19:52.472,1.2267527
2021-05-04 13:19:52.513,1.2267968
2021-05-04 13:19:52.553,1.2266623
2021-05-04 13:19:52.593,1.2267233
2021-05-04 13:19:52.633,1.2269628
2021-05-04 13:19:52.673,1.2269502
2021-05-04 13:19:52.713,1.2267086
2021-05-04 13:19:52.754,1.2266602
2021-05-04 13:19:52.796,1.2271687
2021-05-04 13:19:52.837,1.2276436
2021-05-04 13:19:52.878,1.2274671
2021-05-04 13:19:52.918,1.2269985
2021-05-04 13:19:52.959,1.2265699
2021-05-04 13:19:52.999,1.2268052
2021-05-04 13:19:53.040,1.2272087
2021-05-04 13:19:53.080,1.2270406
2021-05-04 13:19:53.120,1.2265215
2021-05-04 13:19:53.161,1.2264312
2021-05-04 13:19:53.201,1.2265741
2021-05-04 13:19:53.241,1.2270258
2021-05-04 13:19:53.282,1.2273263
2021-05-04 13:19:53.323,1.226925
2021-05-04 13:19:53.363,1.2268157
2021-05-04 13:19:53.404,1.2267149
2021-05-04 13:19:53.445,1.2266413
2021-05-04 13:19:53.486,1.2264627
2021-05-04 13:19:53.527,1.225908
2021-05-04 13:19:53.568,1.2250696
2021-05-04 13:19:53.609,1.2246766
2021-05-04 13:19:53.649,1.2247229
2021-05-04 13:19:53.689,1.2249918
2021-05-04 13:19:53.729,1.2251704
2021-05-04 13:19:53.769,1.2252923
2021-05-04 13:19:53.810,1.2254226
2021-05-04 13:19:53.850,1.2258134
2021-05-04 13:19:53.892,1.2262547
2021-05-04 13:19:53.932,1.2265236
2021-05-04 13:19:53.973,1.2267905
2021-05-04 13:19:54.013,1.2270153
2021-05-04 13:19:54.054,1.2268746
2021-05-04 13:19:54.095,1.2265531
2021-05-04 13:19:54.136,1.2264228
2021-05-04 13:19:54.176,1.2265468
2021-05-04 13:19:54.216,1.2268367
2021-05-04 13:19:54.257,1.2270237
2021-05-04 13:19:54.298,1.2272486
2021-05-04 13:19:54.338,1.2273873
2021-05-04 13:19:54.378,1.2273431
2021-05-04 13:19:54.419,1.2269838
2021-05-04 13:19:54.459,1.2261433
2021-05-04 13:19:54.500,1.2256411
2021-05-04 13:19:54.541,1.2257252
2021-05-04 13:19:54.582,1.2259983
2021-05-04 13:19:54.622,1.226179
2021-05-04 13:19:54.663,1.2263534
2021-05-04 13:19:54.704,1.2264501
2021-05-04 13:19:54.745,1.2266224
2021-05-04 13:19:54.785,1.227009
2021-05-04 13:19:54.825,1.227402
2021-05-04 13:19:54.866,1.2276331
2021-05-04 13:19:54.906,1.2274314
2021-05-04 13:19:54.946,1.2274104
2021-05-04 13:19:54.986,1.2274083
2021-05-04 13:19:55.028,1.2268767
2021-05-04 13:19:55.069,1.2264438
2021-05-04 13:19:55.110,1.2266077
2021-05-04 13:19:55.151,1.227362
2021-05-04 13:19:55.192,1.2281311
2021-05-04 13:19:55.233,1.2284841
2021-05-04 13:19:55.274,1.2282572
2021-05-04 13:19:55.315,1.2279903
2021-05-04 13:19:55.356,1.2278474
2021-05-04 13:19:55.397,1.2278306
2021-05-04 13:19:55.438,1.2279042
2021-05-04 13:19:55.479,1.2278516
2021-05-04 13:19:55.519,1.2278033
2021-05-04 13:19:55.558,1.2279063
2021-05-04 13:19:55.598,1.2280534
2021-05-04 13:19:55.639,1.227734
2021-05-04 13:19:55.680,1.2269523
2021-05-04 13:19:55.721,1.2261916
2021-05-04 13:19:55.761,1.2260824
2021-05-04 13:19:55.802,1.2263429
2021-05-04 13:19:55.843,1.2269754
2021-05-04 13:19:55.884,1.227734
2021-05-04 13:19:55.925,1.2280912
2021-05-04 13:19:55.966,1.2278727
2021-05-04 13:19:56.006,1.2273074
2021-05-04 13:19:56.046,1.2266981
2021-05-04 13:19:56.087,1.2259458
2021-05-04 13:19:56.127,1.2253869
2021-05-04 13:19:56.167,1.2252041
2021-05-04 13:19:56.208,1.2254625
2021-05-04 13:19:56.249,1.2258891
2021-05-04 13:19:56.289,1.2262001
2021-05-04 13:19:56.330,1.2263072
2021-05-04 13:19:56.371,1.2264354
2021-05-04 13:19:56.412,1.2266119
2021-05-04 13:19:56.452,1.2269208
2021-05-04 13:19:56.493,1.2275259
2021-05-04 13:19:56.533,1.2278201
2021-05-04 13:19:56.574,1.2273032
2021-05-04 13:19:56.614,1.2265342
2021-05-04 13:19:56.654,1.2263366
2021-05-04 13:19:56.695,1.2264963
2021-05-04 13:19:56.735,1.2267065
2021-05-04 13:19:56.776,1.2268977
2021-05-04 13:19:56.817,1.2269544
2021-05-04 13:19:56.858,1.2269208
2021-05-04 13:19:56.899,1.2270385
2021-05-04 13:19:56.940,1.2273284
2021-05-04 13:19:56.981,1.227652
2021-05-04 13:19:57.022,1.2278664
2021-05-04 13:19:57.062,1.227528
2021-05-04 13:19:57.103,1.2269649
2021-05-04 13:19:57.143,1.2268998
2021-05-04 13:19:57.183,1.2270553
2021-05-04 13:19:57.223,1.2267506
2021-05-04 13:19:57.263,1.2262568
2021-05-04 13:19:57.304,1.2259332
2021-05-04 13:19:57.344,1.2256453
2021-05-04 13:19:57.385,1.2254184
2021-05-04 13:19:57.426,1.2254457
2021-05-04 13:19:57.467,1.2255592
2021-05-04 13:19:57.508,1.2259563
2021-05-04 13:19:57.549,1.2263682
2021-05-04 13:19:57.589,1.2258975
2021-05-04 13:19:57.630,1.2247292
2021-05-04 13:19:57.671,1.2240778
2021-05-04 13:19:57.712,1.2239559
2021-05-04 13:19:57.752,1.2243488
2021-05-04 13:19:57.792,1.2250969
2021-05-04 13:19:57.832,1.2256537
2021-05-04 13:19:57.872,1.2258386
2021-05-04 13:19:57.913,1.2262736
2021-05-04 13:19:57.954,1.2264207
2021-05-04 13:19:57.994,1.2260004
2021-05-04 13:19:58.034,1.2253806
2021-05-04 13:19:58.075,1.2249981
2021-05-04 13:19:58.117,1.2246346
2021-05-04 13:19:58.158,1.2244854
2021-05-04 13:19:58.198,1.2244854
2021-05-04 13:19:58.239,1.2245043
2021-05-04 13:19:58.279,1.2244665
2021-05-04 13:19:58.319,1.2245611
2021-05-04 13:19:58.359,1.225078
2021-05-04 13:19:58.399,1.2256012
2021-05-04 13:19:58.440,1.2257084
2021-05-04 13:19:58.481,1.2255403
2021-05-04 13:19:58.522,1.2254919
2021-05-04 13:19:58.562,1.2260025
2021-05-04 13:19:58.603,1.2268367
2021-05-04 13:19:58.644,1.2274629
2021-05-04 13:19:58.684,1.22761
2021-05-04 13:19:58.725,1.2274482
2021-05-04 13:19:58.766,1.2273305
2021-05-04 13:19:58.807,1.2275323
2021-05-04 13:19:58.847,1.2280155
2021-05-04 13:19:58.888,1.2283286
2021-05-04 13:19:58.928,1.2280071
2021-05-04 13:19:58.968,1.2273305
2021-05-04 13:19:59.008,1.2271918
2021-05-04 13:19:59.049,1.2270721
2021-05-04 13:19:59.090,1.2270153
2021-05-04 13:19:59.131,1.2270763
2021-05-04 13:19:59.172,1.2267065
2021-05-04 13:19:59.213,1.2261013
2021-05-04 13:19:59.253,1.2262925
2021-05-04 13:19:59.295,1.2265215
2021-05-04 13:19:59.336,1.226406
2021-05-04 13:19:59.377,1.2260677
2021-05-04 13:19:59.418,1.2250654
2021-05-04 13:19:59.458,1.224746
2021-05-04 13:19:59.499,1.2245464
2021-05-04 13:19:59.539,1.2244035
2021-05-04 13:19:59.579,1.2243993
2021-05-04 13:19:59.619,1.2240652
2021-05-04 13:19:59.661,1.2236785
2021-05-04 13:19:59.702,1.2236995
2021-05-04 13:19:59.743,1.2238067
2021-05-04 13:19:59.784,1.2238466
2021-05-04 13:19:59.825,1.2238971
2021-05-04 13:19:59.865,1.2240315
2021-05-04 13:19:59.906,1.2247019
2021-05-04 13:19:59.946,1.2255907
2021-05-04 13:19:59.987,1.2262631
2021-05-04 13:20:00.029,1.2265405
2021-05-04 13:20:00.069,1.2263198
2021-05-04 13:20:00.110,1.2260887
2021-05-04 13:20:00.150,1.2262841
2021-05-04 13:20:00.190,1.2266854
2021-05-04 13:20:00.230,1.2265657
2021-05-04 13:20:00.271,1.2258071
2021-05-04 13:20:00.312,1.225555
2021-05-04 13:20:00.353,1.2255949
2021-05-04 13:20:00.393,1.2255403
2021-05-04 13:20:00.435,1.2253806
2021-05-04 13:20:00.476,1.2249729
2021-05-04 13:20:00.517,1.2245905
2021-05-04 13:20:00.557,1.224664
2021-05-04 13:20:00.598,1.2251767
2021-05-04 13:20:00.638,1.2257798
2021-05-04 13:20:00.678,1.2259101
2021-05-04 13:20:00.719,1.225534
2021-05-04 13:20:00.759,1.2256201
2021-05-04 13:20:00.800,1.2258197
2021-05-04 13:20:00.840,1.2261307
2021-05-04 13:20:00.881,1.2265236
2021-05-04 13:20:00.921,1.2264144
2021-05-04 13:20:00.962,1.2263766
2021-05-04 13:20:01.003,1.2269565
2021-05-04 13:20:01.044,1.2274104
2021-05-04 13:20:01.084,1.2275365
2021-05-04 13:20:01.125,1.2275932
2021-05-04 13:20:01.166,1.2271645
2021-05-04 13:20:01.207,1.226448
2021-05-04 13:20:01.248,1.2256831
2021-05-04 13:20:01.288,1.2254688
2021-05-04 13:20:01.328,1.2257672
2021-05-04 13:20:01.368,1.2257189
2021-05-04 13:20:01.409,1.2252398
2021-05-04 13:20:01.450,1.2251032
2021-05-04 13:20:01.491,1.2255129
2021-05-04 13:20:01.532,1.2251536
2021-05-04 13:20:01.574,1.2263324
2021-05-04 13:20:01.615,1.2286585
2021-05-04 13:20:01.656,1.2306253
2021-05-04 13:20:01.696,1.2318062
2021-05-04 13:20:01.737,1.2321256
2021-05-04 13:20:01.778,1.231823
2021-05-04 13:20:01.818,1.2315289
2021-05-04 13:20:01.858,1.2314994
2021-05-04 13:20:01.898,1.2318041
2021-05-04 13:20:01.938,1.2322076
2021-05-04 13:20:01.979,1.232611
2021-05-04 13:20:02.020,1.2329745
2021-05-04 13:20:02.060,1.2332393
2021-05-04 13:20:02.101,1.2332687
2021-05-04 13:20:02.141,1.2330081
2021-05-04 13:20:02.182,1.232674
2021-05-04 13:20:02.223,1.232508
2021-05-04 13:20:02.264,1.2325143
2021-05-04 13:20:02.305,1.2324408
2021-05-04 13:20:02.346,1.2322223
2021-05-04 13:20:02.387,1.2320121
2021-05-04 13:20:02.427,1.2318819
2021-05-04 13:20:02.467,1.2317138
2021-05-04 13:20:02.507,1.2316171
2021-05-04 13:20:02.547,1.2316675
2021-05-04 13:20:02.588,1.2317264
2021-05-04 13:20:02.629,1.2317726
2021-05-04 13:20:02.670,1.2317999
2021-05-04 13:20:02.711,1.2317537
2021-05-04 13:20:02.752,1.2316276
2021-05-04 13:20:02.793,1.2314112
2021-05-04 13:20:02.834,1.2311863
2021-05-04 13:20:02.875,1.2311233
2021-05-04 13:20:02.916,1.2311674
2021-05-04 13:20:02.956,1.2313397
2021-05-04 13:20:02.997,1.231697
2021-05-04 13:20:03.037,1.2320542
2021-05-04 13:20:03.077,1.2322937
2021-05-04 13:20:03.117,1.2323568
2021-05-04 13:20:03.158,1.2322727
2021-05-04 13:20:03.199,1.2321929
2021-05-04 13:20:03.239,1.2321655
2021-05-04 13:20:03.280,1.2323525
2021-05-04 13:20:03.321,1.2327119
2021-05-04 13:20:03.362,1.2331636
2021-05-04 13:20:03.402,1.2334935
2021-05-04 13:20:03.443,1.2335881
2021-05-04 13:20:03.484,1.2335019
2021-05-04 13:20:03.525,1.2331867
2021-05-04 13:20:03.565,1.2327476
2021-05-04 13:20:03.605,1.2324156
2021-05-04 13:20:03.645,1.2323757
2021-05-04 13:20:03.685,1.2326866
2021-05-04 13:20:03.726,1.2329682
2021-05-04 13:20:03.766,1.2328484
2021-05-04 13:20:03.807,1.2326194
2021-05-04 13:20:03.847,1.2325795
2021-05-04 13:20:03.888,1.2326951
2021-05-04 13:20:03.930,1.2327728
2021-05-04 13:20:03.971,1.2327371
2021-05-04 13:20:04.011,1.2328379
2021-05-04 13:20:04.052,1.2328442
2021-05-04 13:20:04.093,1.2326593
2021-05-04 13:20:04.134,1.2323441
2021-05-04 13:20:04.174,1.2318482
2021-05-04 13:20:04.214,1.2313734
2021-05-04 13:20:04.254,1.2312662
2021-05-04 13:20:04.295,1.2315499
2021-05-04 13:20:04.336,1.2319596
2021-05-04 13:20:04.376,1.232195
2021-05-04 13:20:04.417,1.2320395
2021-05-04 13:20:04.458,1.2315898
2021-05-04 13:20:04.499,1.2311758
2021-05-04 13:20:04.540,1.2311506
2021-05-04 13:20:04.581,1.2311969
2021-05-04 13:20:04.621,1.2312158
2021-05-04 13:20:04.662,1.2314847
2021-05-04 13:20:04.703,1.2319722
2021-05-04 13:20:04.743,1.2325249
2021-05-04 13:20:04.784,1.2328863
2021-05-04 13:20:04.824,1.2329493
2021-05-04 13:20:04.864,1.2326593
2021-05-04 13:20:04.904,1.2321992
2021-05-04 13:20:04.945,1.2319659
2021-05-04 13:20:04.986,1.2319071
2021-05-04 13:20:05.027,1.231905
2021-05-04 13:20:05.068,1.2319071
2021-05-04 13:20:05.109,1.2318798
2021-05-04 13:20:05.150,1.2318209
2021-05-04 13:20:05.191,1.2317915
2021-05-04 13:20:05.232,1.2317663
2021-05-04 13:20:05.273,1.2320163
2021-05-04 13:20:05.313,1.232487
2021-05-04 13:20:05.353,1.2329094
2021-05-04 13:20:05.394,1.2331069
2021-05-04 13:20:05.434,1.2330838
2021-05-04 13:20:05.475,1.2330649
2021-05-04 13:20:05.516,1.2330292
2021-05-04 13:20:05.557,1.2330376
2021-05-04 13:20:05.598,1.2332036
2021-05-04 13:20:05.639,1.2336028
2021-05-04 13:20:05.679,1.2340945
2021-05-04 13:20:05.720,1.2341575
2021-05-04 13:20:05.760,1.2337877
2021-05-04 13:20:05.801,1.2333885
2021-05-04 13:20:05.842,1.2333338
2021-05-04 13:20:05.883,1.2332141
2021-05-04 13:20:05.923,1.2327959
