Address,ASRL1::INSTR
Model,34401A
Serial Number:,0
Firmware Version,11-5-2
Start Time,2021-05-04 13:19:28.842
Stop Time,2021-05-04 13:21:25.841
Sample Count,2792
Auto Range:,On
Measurement:,AC Voltage
Range(VAC):,10
Resolution(VAC):,0.0001
,
Time (s),Channel 1 (VAC)
2021-05-04 13:19:32.700,0.9440885
2021-05-04 13:19:32.741,0.98339437
2021-05-04 13:19:32.782,0.98070818
2021-05-04 13:19:32.822,0.93760478
2021-05-04 13:19:32.863,0.85838758
2021-05-04 13:19:32.904,0.76018842
2021-05-04 13:19:32.945,0.65835882
2021-05-04 13:19:32.985,0.59352626
2021-05-04 13:19:33.026,0.58918072
2021-05-04 13:19:33.066,0.64705849
2021-05-04 13:19:33.107,0.7396035
2021-05-04 13:19:33.148,0.83908507
2021-05-04 13:19:33.188,0.91860269
2021-05-04 13:19:33.228,0.96636253
2021-05-04 13:19:33.268,0.9774377
2021-05-04 13:19:33.309,0.94679482
2021-05-04 13:19:33.350,0.88064422
2021-05-04 13:19:33.390,0.78631365
2021-05-04 13:19:33.431,0.68646415
2021-05-04 13:19:33.473,0.60338108
2021-05-04 13:19:33.514,0.5780001
2021-05-04 13:19:33.555,0.62207751
2021-05-04 13:19:33.595,0.70775704
2021-05-04 13:19:33.635,0.81093529
2021-05-04 13:19:33.675,0.89914966
2021-05-04 13:19:33.715,0.95892199
2021-05-04 13:19:33.755,0.9814258
2021-05-04 13:19:33.795,0.963795
2021-05-04 13:19:33.836,0.90661137
2021-05-04 13:19:33.877,0.82088572
2021-05-04 13:19:33.918,0.71834772
2021-05-04 13:19:33.958,0.62850148
2021-05-04 13:19:33.999,0.57971731
2021-05-04 13:19:34.040,0.59676152
2021-05-04 13:19:34.081,0.67364221
2021-05-04 13:19:34.121,0.76940152
2021-05-04 13:19:34.161,0.86612414
2021-05-04 13:19:34.202,0.93739388
2021-05-04 13:19:34.243,0.97444396
2021-05-04 13:19:34.283,0.97001016
2021-05-04 13:19:34.323,0.92595854
2021-05-04 13:19:34.363,0.84868979
2021-05-04 13:19:34.403,0.75111767
2021-05-04 13:19:34.444,0.65187133
2021-05-04 13:19:34.484,0.58581255
2021-05-04 13:19:34.525,0.57867034
2021-05-04 13:19:34.565,0.63559464
2021-05-04 13:19:34.606,0.73021766
2021-05-04 13:19:34.648,0.82827489
2021-05-04 13:19:34.689,0.91175734
2021-05-04 13:19:34.729,0.96240631
2021-05-04 13:19:34.769,0.97474732
2021-05-04 13:19:34.810,0.9461229
2021-05-04 13:19:34.850,0.87907523
2021-05-04 13:19:34.889,0.78989
2021-05-04 13:19:34.930,0.69048579
2021-05-04 13:19:34.971,0.6083281
2021-05-04 13:19:35.012,0.57921898
2021-05-04 13:19:35.053,0.61855399
2021-05-04 13:19:35.093,0.70383478
2021-05-04 13:19:35.134,0.80590044
2021-05-04 13:19:35.175,0.89420684
2021-05-04 13:19:35.216,0.95707229
2021-05-04 13:19:35.256,0.97928364
2021-05-04 13:19:35.297,0.96065031
2021-05-04 13:19:35.337,0.90619124
2021-05-04 13:19:35.377,0.81870833
2021-05-04 13:19:35.418,0.71902739
2021-05-04 13:19:35.458,0.62958032
2021-05-04 13:19:35.499,0.58130642
2021-05-04 13:19:35.540,0.59833197
2021-05-04 13:19:35.581,0.67438708
2021-05-04 13:19:35.621,0.77185584
2021-05-04 13:19:35.662,0.86806022
2021-05-04 13:19:35.702,0.93853729
2021-05-04 13:19:35.743,0.97468736
2021-05-04 13:19:35.784,0.9697133
2021-05-04 13:19:35.825,0.92395181
2021-05-04 13:19:35.865,0.84610758
2021-05-04 13:19:35.905,0.7485948
2021-05-04 13:19:35.946,0.65280195
2021-05-04 13:19:35.987,0.5874958
2021-05-04 13:19:36.027,0.58429472
2021-05-04 13:19:36.067,0.64311149
2021-05-04 13:19:36.108,0.73988967
2021-05-04 13:19:36.149,0.83822364
2021-05-04 13:19:36.190,0.91981004
2021-05-04 13:19:36.230,0.96761307
2021-05-04 13:19:36.271,0.97467855
2021-05-04 13:19:36.312,0.94174969
2021-05-04 13:19:36.352,0.87189339
2021-05-04 13:19:36.393,0.77904502
2021-05-04 13:19:36.433,0.67760808
2021-05-04 13:19:36.473,0.60017162
2021-05-04 13:19:36.514,0.57500321
2021-05-04 13:19:36.554,0.61483509
2021-05-04 13:19:36.595,0.70045026
2021-05-04 13:19:36.635,0.8029698
2021-05-04 13:19:36.676,0.89151414
2021-05-04 13:19:36.717,0.95357644
2021-05-04 13:19:36.757,0.97674126
2021-05-04 13:19:36.798,0.95849536
2021-05-04 13:19:36.839,0.90039097
2021-05-04 13:19:36.879,0.8116808
2021-05-04 13:19:36.920,0.71170887
2021-05-04 13:19:36.961,0.62138924
2021-05-04 13:19:37.001,0.57721099
2021-05-04 13:19:37.041,0.59781729
2021-05-04 13:19:37.081,0.6736007
2021-05-04 13:19:37.121,0.7741936
2021-05-04 13:19:37.161,0.8707309
2021-05-04 13:19:37.202,0.94350086
2021-05-04 13:19:37.242,0.9814281
2021-05-04 13:19:37.284,0.97768026
2021-05-04 13:19:37.325,0.93280704
2021-05-04 13:19:37.365,0.85539803
2021-05-04 13:19:37.406,0.75520388
2021-05-04 13:19:37.447,0.65713554
2021-05-04 13:19:37.487,0.59418686
2021-05-04 13:19:37.527,0.59421579
2021-05-04 13:19:37.568,0.65436612
2021-05-04 13:19:37.608,0.74797424
2021-05-04 13:19:37.648,0.84769774
2021-05-04 13:19:37.689,0.92670131
2021-05-04 13:19:37.730,0.97393662
2021-05-04 13:19:37.770,0.98222727
2021-05-04 13:19:37.811,0.95022379
2021-05-04 13:19:37.851,0.88083017
2021-05-04 13:19:37.892,0.78786838
2021-05-04 13:19:37.932,0.68574465
2021-05-04 13:19:37.973,0.60723815
2021-05-04 13:19:38.014,0.58106407
2021-05-04 13:19:38.055,0.62270309
2021-05-04 13:19:38.096,0.71111578
2021-05-04 13:19:38.136,0.80832877
2021-05-04 13:19:38.176,0.89837564
2021-05-04 13:19:38.216,0.95758089
2021-05-04 13:19:38.257,0.97981593
2021-05-04 13:19:38.297,0.96214551
2021-05-04 13:19:38.337,0.90684429
2021-05-04 13:19:38.378,0.81713264
2021-05-04 13:19:38.419,0.71738712
2021-05-04 13:19:38.460,0.62656016
2021-05-04 13:19:38.501,0.58130328
2021-05-04 13:19:38.542,0.60142173
2021-05-04 13:19:38.583,0.67781878
2021-05-04 13:19:38.624,0.77817226
